Parameters
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=100
CHECKPOINT_EVERY=5
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=150
EVALUATE_EVERY=10
FILTER_SIZES=3,4,5
2016-05-20T16:14:17.138996: train-step 70, loss 2.21367, acc 0.5
2016-05-20T16:14:26.338966: train-step 71, loss 2.0823, acc 0.58
2016-05-20T16:14:35.536158: train-step 72, loss 2.22119, acc 0.52
2016-05-20T16:14:44.790913: train-step 73, loss 2.26793, acc 0.47
2016-05-20T16:14:53.917317: train-step 74, loss 1.92153, acc 0.54
2016-05-20T16:15:03.292282: train-step 75, loss 2.02344, acc 0.52
2016-05-20T16:15:12.698762: train-step 76, loss 1.88386, acc 0.56
2016-05-20T16:15:22.027846: train-step 77, loss 2.02491, acc 0.51
2016-05-20T16:15:31.335962: train-step 78, loss 2.11297, acc 0.51
2016-05-20T16:15:40.517769: train-step 79, loss 2.16963, acc 0.53
2016-05-20T16:15:49.459844: train-step 80, loss 2.01662, acc 0.54
2016-05-20T16:15:58.536630: train-step 81, loss 2.05364, acc 0.57
2016-05-20T16:16:07.774461: train-step 82, loss 1.81028, acc 0.59
2016-05-20T16:16:16.151962: train-step 83, loss 1.86759, acc 0.63
2016-05-20T16:16:25.686958: train-step 84, loss 2.03114, acc 0.43
2016-05-20T16:16:33.379671: train-step 85, loss 1.64273, acc 0.64
2016-05-20T16:16:41.127424: train-step 86, loss 1.75898, acc 0.59
2016-05-20T16:16:48.847839: train-step 87, loss 1.90386, acc 0.52
2016-05-20T16:16:56.717422: train-step 88, loss 1.85741, acc 0.5
2016-05-20T16:17:04.579312: train-step 89, loss 1.96866, acc 0.5
2016-05-20T16:17:12.337956: train-step 90, loss 1.81881, acc 0.61
2016-05-20T16:17:20.308950: train-step 91, loss 1.77957, acc 0.54
2016-05-20T16:17:28.900029: train-step 92, loss 1.58933, acc 0.67
2016-05-20T16:17:38.157921: train-step 93, loss 1.69686, acc 0.63
2016-05-20T16:17:47.523133: train-step 94, loss 1.70316, acc 0.62
2016-05-20T16:17:56.701799: train-step 95, loss 1.85978, acc 0.54
2016-05-20T16:18:06.011565: train-step 96, loss 1.6537, acc 0.61
2016-05-20T16:18:15.264114: train-step 97, loss 1.81625, acc 0.49
2016-05-20T16:18:24.591224: train-step 98, loss 1.72917, acc 0.56
2016-05-20T16:18:33.835007: train-step 99, loss 1.59993, acc 0.56
2016-05-20T16:18:43.120963: train-step 100, loss 1.60453, acc 0.57
2016-05-20T16:18:52.317615: train-step 101, loss 1.53091, acc 0.55
2016-05-20T16:19:01.369770: train-step 102, loss 1.58881, acc 0.57
2016-05-20T16:19:10.461478: train-step 103, loss 1.80764, acc 0.52
2016-05-20T16:19:19.409956: train-step 104, loss 1.70867, acc 0.52
2016-05-20T16:19:27.715137: train-step 105, loss 1.57314, acc 0.57
2016-05-20T16:19:37.251486: train-step 106, loss 1.62397, acc 0.54
2016-05-20T16:19:45.071206: train-step 107, loss 1.52342, acc 0.55
2016-05-20T16:19:52.894589: train-step 108, loss 1.58839, acc 0.56
2016-05-20T16:20:01.035235: train-step 109, loss 1.58785, acc 0.51
2016-05-20T16:20:08.507799: train-step 110, loss 1.51444, acc 0.59
2016-05-20T16:20:16.109987: train-step 111, loss 1.4919, acc 0.55
2016-05-20T16:20:24.182539: train-step 112, loss 1.49557, acc 0.52
2016-05-20T16:20:32.564089: train-step 113, loss 1.36147, acc 0.68
2016-05-20T16:20:41.708132: train-step 114, loss 1.48403, acc 0.58
2016-05-20T16:20:51.335355: train-step 115, loss 1.62266, acc 0.52
2016-05-20T16:21:00.362936: train-step 116, loss 1.50372, acc 0.59
2016-05-20T16:21:09.862405: train-step 117, loss 1.46561, acc 0.56
2016-05-20T16:21:19.346327: train-step 118, loss 1.49449, acc 0.53
2016-05-20T16:21:28.914706: train-step 119, loss 1.34749, acc 0.64
2016-05-20T16:21:38.182259: train-step 120, loss 1.4953, acc 0.52
2016-05-20T16:21:47.387612: train-step 121, loss 1.40092, acc 0.55
2016-05-20T16:21:56.592169: train-step 122, loss 1.47623, acc 0.58
2016-05-20T16:22:05.671805: train-step 123, loss 1.44479, acc 0.55
2016-05-20T16:22:14.925669: train-step 124, loss 1.24107, acc 0.64
2016-05-20T16:22:23.951807: train-step 125, loss 1.30305, acc 0.63
2016-05-20T16:22:32.428413: train-step 126, loss 1.40451, acc 0.49
2016-05-20T16:22:41.662028: train-step 127, loss 1.41945, acc 0.46
2016-05-20T16:22:49.925474: train-step 128, loss 1.39797, acc 0.55
2016-05-20T16:22:57.703068: train-step 129, loss 1.50063, acc 0.48
2016-05-20T16:23:05.216654: train-step 130, loss 1.42835, acc 0.48
2016-05-20T16:23:13.144386: train-step 131, loss 1.26629, acc 0.61
2016-05-20T16:23:20.926805: train-step 132, loss 1.25692, acc 0.58
2016-05-20T16:23:28.515683: train-step 133, loss 1.39795, acc 0.57
2016-05-20T16:23:36.607720: train-step 134, loss 1.26925, acc 0.6
2016-05-20T16:23:45.325169: train-step 135, loss 1.22702, acc 0.68
2016-05-20T16:23:54.822595: train-step 136, loss 1.18858, acc 0.67
2016-05-20T16:24:04.053958: train-step 137, loss 1.22669, acc 0.55
2016-05-20T16:24:13.375674: train-step 138, loss 1.20665, acc 0.59
2016-05-20T16:24:22.349203: train-step 139, loss 1.16863, acc 0.67
2016-05-20T16:24:31.709756: train-step 140, loss 1.11606, acc 0.66
2016-05-20T16:24:41.012780: train-step 141, loss 1.18403, acc 0.64
2016-05-20T16:24:50.488749: train-step 142, loss 1.32749, acc 0.5
2016-05-20T16:24:59.716541: train-step 143, loss 1.11974, acc 0.61
2016-05-20T16:25:08.618160: train-step 144, loss 1.11485, acc 0.63
2016-05-20T16:25:17.819906: train-step 145, loss 1.15203, acc 0.57
2016-05-20T16:25:26.854753: train-step 146, loss 1.16183, acc 0.61
2016-05-20T16:25:35.723902: train-step 147, loss 1.20289, acc 0.55
2016-05-20T16:25:44.079390: train-step 148, loss 1.13759, acc 0.58
2016-05-20T16:25:53.582714: train-step 149, loss 1.11702, acc 0.59
2016-05-20T16:26:01.267420: train-step 150, loss 1.09545, acc 0.61
2016-05-20T16:26:09.262428: train-step 151, loss 1.08325, acc 0.66
2016-05-20T16:26:16.966172: train-step 152, loss 1.2141, acc 0.55
2016-05-20T16:26:24.896538: train-step 153, loss 1.14415, acc 0.57
2016-05-20T16:26:32.526056: train-step 154, loss 0.999893, acc 0.69
2016-05-20T16:26:40.187543: train-step 155, loss 1.01872, acc 0.66
2016-05-20T16:26:48.333366: train-step 156, loss 1.05615, acc 0.63
2016-05-20T16:26:56.929134: train-step 157, loss 1.10946, acc 0.61
2016-05-20T16:27:05.805730: train-step 158, loss 1.0135, acc 0.68
2016-05-20T16:27:14.862809: train-step 159, loss 1.13194, acc 0.51
2016-05-20T16:27:23.998421: train-step 160, loss 1.11602, acc 0.56
2016-05-20T16:27:33.422465: train-step 161, loss 1.13675, acc 0.54
2016-05-20T16:27:42.700712: train-step 162, loss 1.06516, acc 0.61
2016-05-20T16:27:52.094085: train-step 163, loss 1.0638, acc 0.64
2016-05-20T16:28:01.495457: train-step 164, loss 1.08528, acc 0.52
2016-05-20T16:28:10.658754: train-step 165, loss 1.17114, acc 0.51
2016-05-20T16:28:19.848632: train-step 166, loss 1.06112, acc 0.54
2016-05-20T16:28:29.103611: train-step 167, loss 1.01483, acc 0.64
2016-05-20T16:28:38.018242: train-step 168, loss 1.0371, acc 0.61
2016-05-20T16:28:46.876412: train-step 169, loss 1.10749, acc 0.54
2016-05-20T16:28:55.548530: train-step 170, loss 1.00427, acc 0.55
2016-05-20T16:29:04.594593: train-step 171, loss 1.03812, acc 0.58
2016-05-20T16:29:12.731684: train-step 172, loss 1.09095, acc 0.52
2016-05-20T16:29:20.557907: train-step 173, loss 0.977657, acc 0.6
2016-05-20T16:29:28.393542: train-step 174, loss 1.02802, acc 0.61
2016-05-20T16:29:36.269273: train-step 175, loss 1.04137, acc 0.56
2016-05-20T16:29:43.929545: train-step 176, loss 1.05127, acc 0.55
2016-05-20T16:29:51.850063: train-step 177, loss 0.997872, acc 0.62
2016-05-20T16:30:00.199365: train-step 178, loss 1.04549, acc 0.5
2016-05-20T16:30:08.876894: train-step 179, loss 1.0666, acc 0.53
2016-05-20T16:30:17.915844: train-step 180, loss 0.989843, acc 0.59
2016-05-20T16:30:27.319438: train-step 181, loss 0.978097, acc 0.62
2016-05-20T16:30:36.535352: train-step 182, loss 0.953341, acc 0.62
2016-05-20T16:30:45.646872: train-step 183, loss 1.0305, acc 0.58
2016-05-20T16:30:54.987350: train-step 184, loss 0.959361, acc 0.58
2016-05-20T16:31:04.055177: train-step 185, loss 0.916589, acc 0.68
2016-05-20T16:31:13.173711: train-step 186, loss 0.980975, acc 0.55
2016-05-20T16:31:22.280253: train-step 187, loss 1.00866, acc 0.55
2016-05-20T16:31:31.552291: train-step 188, loss 0.965374, acc 0.59
2016-05-20T16:31:41.129398: train-step 189, loss 1.01904, acc 0.52
2016-05-20T16:31:50.259660: train-step 190, loss 0.998631, acc 0.54
2016-05-20T16:31:59.263795: train-step 191, loss 0.896724, acc 0.65
2016-05-20T16:32:07.437119: train-step 192, loss 0.954431, acc 0.53
2016-05-20T16:32:16.757199: train-step 193, loss 0.919147, acc 0.62
2016-05-20T16:32:24.687171: train-step 194, loss 0.955546, acc 0.58
2016-05-20T16:32:32.441877: train-step 195, loss 0.874321, acc 0.62
2016-05-20T16:32:39.987333: train-step 196, loss 0.888718, acc 0.62
2016-05-20T16:32:48.033809: train-step 197, loss 0.959011, acc 0.54
2016-05-20T16:32:55.821303: train-step 198, loss 0.948406, acc 0.51
2016-05-20T16:33:04.043608: train-step 199, loss 0.882032, acc 0.64
2016-05-20T16:33:12.235766: train-step 200, loss 0.868513, acc 0.61
2016-05-20T16:33:20.801042: train-step 201, loss 0.88152, acc 0.63
2016-05-20T16:33:29.679661: train-step 202, loss 0.880982, acc 0.62
2016-05-20T16:33:38.934401: train-step 203, loss 0.904526, acc 0.56
2016-05-20T16:33:48.157996: train-step 204, loss 0.911173, acc 0.58
2016-05-20T16:33:57.634180: train-step 205, loss 0.814518, acc 0.62
2016-05-20T16:34:06.726143: train-step 206, loss 0.844386, acc 0.62
2016-05-20T16:34:16.127808: train-step 207, loss 0.910843, acc 0.56
2016-05-20T16:34:25.359057: train-step 208, loss 0.872503, acc 0.64
2016-05-20T16:34:34.602998: train-step 209, loss 0.863115, acc 0.62
2016-05-20T16:34:43.815665: train-step 210, loss 0.861022, acc 0.68
2016-05-20T16:34:52.833494: train-step 211, loss 0.838814, acc 0.66
2016-05-20T16:35:02.161050: train-step 212, loss 0.822598, acc 0.62
2016-05-20T16:35:11.149376: train-step 213, loss 0.813182, acc 0.7
2016-05-20T16:35:19.669381: train-step 214, loss 0.899984, acc 0.55
2016-05-20T16:35:28.024303: train-step 215, loss 0.849742, acc 0.61
2016-05-20T16:35:36.590309: train-step 216, loss 0.847899, acc 0.59
2016-05-20T16:35:44.337251: train-step 217, loss 0.843001, acc 0.63
2016-05-20T16:35:52.271457: train-step 218, loss 0.798693, acc 0.66
2016-05-20T16:36:00.733683: train-step 219, loss 0.83573, acc 0.65
2016-05-20T16:36:08.602029: train-step 220, loss 0.765306, acc 0.72
2016-05-20T16:36:16.568784: train-step 221, loss 0.802643, acc 0.68
2016-05-20T16:36:24.468084: train-step 222, loss 0.811234, acc 0.71
2016-05-20T16:36:33.090509: train-step 223, loss 0.839456, acc 0.59
2016-05-20T16:36:42.073409: train-step 224, loss 0.784277, acc 0.68
2016-05-20T16:36:51.139389: train-step 225, loss 0.801525, acc 0.65
2016-05-20T16:37:00.470302: train-step 226, loss 0.792061, acc 0.69
2016-05-20T16:37:09.797407: train-step 227, loss 0.777527, acc 0.7
2016-05-20T16:37:19.046725: train-step 228, loss 0.809569, acc 0.65
2016-05-20T16:37:28.620530: train-step 229, loss 0.816808, acc 0.61
2016-05-20T16:37:37.955957: train-step 230, loss 0.818572, acc 0.66
2016-05-20T16:37:47.278326: train-step 231, loss 0.853133, acc 0.58
2016-05-20T16:37:56.224121: train-step 232, loss 0.782404, acc 0.64
2016-05-20T16:38:05.514671: train-step 233, loss 0.793315, acc 0.66
2016-05-20T16:38:14.708424: train-step 234, loss 0.789465, acc 0.7
2016-05-20T16:38:23.838679: train-step 235, loss 0.770776, acc 0.65
2016-05-20T16:38:32.180343: train-step 236, loss 0.824248, acc 0.59
2016-05-20T16:38:41.277276: train-step 237, loss 0.79228, acc 0.68
2016-05-20T16:38:48.985628: train-step 238, loss 0.779481, acc 0.66
2016-05-20T16:38:56.981959: train-step 239, loss 0.800369, acc 0.66
2016-05-20T16:39:05.229592: train-step 240, loss 0.78913, acc 0.65
2016-05-20T16:39:13.001094: train-step 241, loss 0.79628, acc 0.56
2016-05-20T16:39:20.795879: train-step 242, loss 0.767621, acc 0.61
2016-05-20T16:39:28.538459: train-step 243, loss 0.793171, acc 0.64
2016-05-20T16:39:37.088932: train-step 244, loss 0.842648, acc 0.54
2016-05-20T16:39:46.310663: train-step 245, loss 0.803325, acc 0.59
2016-05-20T16:39:55.643789: train-step 246, loss 0.808062, acc 0.63
2016-05-20T16:40:04.894468: train-step 247, loss 0.765873, acc 0.65
2016-05-20T16:40:14.233169: train-step 248, loss 0.794906, acc 0.6
2016-05-20T16:40:23.350951: train-step 249, loss 0.784716, acc 0.65
2016-05-20T16:40:32.779968: train-step 250, loss 0.781797, acc 0.62
epoch number is: 1
2016-05-20T16:40:42.209247: train-step 251, loss 0.751007, acc 0.62
2016-05-20T16:40:51.484280: train-step 252, loss 0.719322, acc 0.71
2016-05-20T16:41:00.631938: train-step 253, loss 0.742303, acc 0.66
2016-05-20T16:41:09.861768: train-step 254, loss 0.749874, acc 0.64
2016-05-20T16:41:18.964441: train-step 255, loss 0.733648, acc 0.7
2016-05-20T16:41:27.918676: train-step 256, loss 0.790605, acc 0.61
2016-05-20T16:41:36.596709: train-step 257, loss 0.699506, acc 0.76
2016-05-20T16:41:44.663663: train-step 258, loss 0.671557, acc 0.75
2016-05-20T16:41:53.647410: train-step 259, loss 0.787364, acc 0.6
2016-05-20T16:42:01.365485: train-step 260, loss 0.752859, acc 0.64
2016-05-20T16:42:09.033742: train-step 261, loss 0.750936, acc 0.6
2016-05-20T16:42:17.220749: train-step 262, loss 0.732368, acc 0.63
2016-05-20T16:42:24.976492: train-step 263, loss 0.696565, acc 0.75
2016-05-20T16:42:32.903349: train-step 264, loss 0.74094, acc 0.72
2016-05-20T16:42:40.735729: train-step 265, loss 0.728593, acc 0.67
2016-05-20T16:42:49.180915: train-step 266, loss 0.673936, acc 0.73
2016-05-20T16:42:57.968630: train-step 267, loss 0.7265, acc 0.67
2016-05-20T16:43:07.070602: train-step 268, loss 0.733282, acc 0.62
2016-05-20T16:43:16.290690: train-step 269, loss 0.767079, acc 0.61
2016-05-20T16:43:25.722731: train-step 270, loss 0.690599, acc 0.67
2016-05-20T16:43:35.390698: train-step 271, loss 0.668729, acc 0.76
2016-05-20T16:43:44.727217: train-step 272, loss 0.657249, acc 0.74
2016-05-20T16:43:53.769273: train-step 273, loss 0.752615, acc 0.56
2016-05-20T16:44:02.837215: train-step 274, loss 0.750008, acc 0.62
2016-05-20T16:44:11.982168: train-step 275, loss 0.686383, acc 0.74
2016-05-20T16:44:21.449120: train-step 276, loss 0.724743, acc 0.62
2016-05-20T16:44:30.618351: train-step 277, loss 0.715643, acc 0.66
2016-05-20T16:44:39.472411: train-step 278, loss 0.701879, acc 0.66
2016-05-20T16:44:48.305961: train-step 279, loss 0.715664, acc 0.67
2016-05-20T16:44:56.534020: train-step 280, loss 0.667903, acc 0.7
2016-05-20T16:45:05.814849: train-step 281, loss 0.679739, acc 0.67
2016-05-20T16:45:13.460180: train-step 282, loss 0.721782, acc 0.71
2016-05-20T16:45:21.286870: train-step 283, loss 0.706194, acc 0.7
2016-05-20T16:45:29.297923: train-step 284, loss 0.708835, acc 0.68
2016-05-20T16:45:36.996704: train-step 285, loss 0.668352, acc 0.71
2016-05-20T16:45:44.747126: train-step 286, loss 0.661907, acc 0.73
2016-05-20T16:45:52.733929: train-step 287, loss 0.668454, acc 0.67
2016-05-20T16:46:00.974628: train-step 288, loss 0.71626, acc 0.62
2016-05-20T16:46:09.682920: train-step 289, loss 0.687969, acc 0.68
2016-05-20T16:46:18.536154: train-step 290, loss 0.76288, acc 0.63
2016-05-20T16:46:27.821804: train-step 291, loss 0.727895, acc 0.57
2016-05-20T16:46:36.684007: train-step 292, loss 0.654968, acc 0.71
2016-05-20T16:46:45.965407: train-step 293, loss 0.711037, acc 0.7
2016-05-20T16:46:55.036265: train-step 294, loss 0.699021, acc 0.69
2016-05-20T16:47:04.364765: train-step 295, loss 0.682556, acc 0.62
2016-05-20T16:47:13.559553: train-step 296, loss 0.719859, acc 0.62
2016-05-20T16:47:22.911265: train-step 297, loss 0.694943, acc 0.66
2016-05-20T16:47:32.036383: train-step 298, loss 0.664998, acc 0.72
2016-05-20T16:47:41.366143: train-step 299, loss 0.70157, acc 0.65
2016-05-20T16:47:50.446204: train-step 300, loss 0.657122, acc 0.71
2016-05-20T16:47:59.327976: train-step 301, loss 0.675996, acc 0.65
2016-05-20T16:48:07.676281: train-step 302, loss 0.659126, acc 0.71
2016-05-20T16:48:15.586301: train-step 303, loss 0.700358, acc 0.69
2016-05-20T16:48:24.542432: train-step 304, loss 0.667445, acc 0.74
2016-05-20T16:48:32.084154: train-step 305, loss 0.649519, acc 0.78
2016-05-20T16:48:40.409865: train-step 306, loss 0.655379, acc 0.7
2016-05-20T16:48:48.409374: train-step 307, loss 0.665425, acc 0.64
2016-05-20T16:48:56.469628: train-step 308, loss 0.719667, acc 0.65
2016-05-20T16:49:04.600440: train-step 309, loss 0.682637, acc 0.64
2016-05-20T16:49:12.364854: train-step 310, loss 0.658391, acc 0.67
2016-05-20T16:49:20.964646: train-step 311, loss 0.671399, acc 0.68
2016-05-20T16:49:30.069000: train-step 312, loss 0.635121, acc 0.74
2016-05-20T16:49:38.978614: train-step 313, loss 0.670369, acc 0.69
2016-05-20T16:49:48.289512: train-step 314, loss 0.70399, acc 0.67
2016-05-20T16:49:57.525013: train-step 315, loss 0.617976, acc 0.76
2016-05-20T16:50:06.708506: train-step 316, loss 0.650194, acc 0.71
2016-05-20T16:50:15.819680: train-step 317, loss 0.72827, acc 0.62
2016-05-20T16:50:24.938164: train-step 318, loss 0.665302, acc 0.65
2016-05-20T16:50:34.163643: train-step 319, loss 0.673756, acc 0.68
2016-05-20T16:50:43.316471: train-step 320, loss 0.623346, acc 0.73
2016-05-20T16:50:52.628958: train-step 321, loss 0.629645, acc 0.73
2016-05-20T16:51:01.998635: train-step 322, loss 0.645134, acc 0.74
2016-05-20T16:51:11.030187: train-step 323, loss 0.695165, acc 0.66
2016-05-20T16:51:19.887263: train-step 324, loss 0.65568, acc 0.7
2016-05-20T16:51:27.935954: train-step 325, loss 0.637497, acc 0.68
2016-05-20T16:51:37.513305: train-step 326, loss 0.621643, acc 0.74
2016-05-20T16:51:44.973698: train-step 327, loss 0.609168, acc 0.74
2016-05-20T16:51:52.939443: train-step 328, loss 0.677008, acc 0.68
2016-05-20T16:52:00.962659: train-step 329, loss 0.586757, acc 0.78
2016-05-20T16:52:08.890054: train-step 330, loss 0.632338, acc 0.74
2016-05-20T16:52:16.484593: train-step 331, loss 0.659848, acc 0.71
2016-05-20T16:52:24.426369: train-step 332, loss 0.658866, acc 0.68
2016-05-20T16:52:32.868422: train-step 333, loss 0.614622, acc 0.76
2016-05-20T16:52:41.471806: train-step 334, loss 0.614628, acc 0.71
2016-05-20T16:52:50.661022: train-step 335, loss 0.63168, acc 0.72
2016-05-20T16:53:00.105870: train-step 336, loss 0.640775, acc 0.68
2016-05-20T16:53:09.255701: train-step 337, loss 0.621047, acc 0.71
2016-05-20T16:53:18.595055: train-step 338, loss 0.599916, acc 0.76
2016-05-20T16:53:27.801127: train-step 339, loss 0.612639, acc 0.72
2016-05-20T16:53:36.701088: train-step 340, loss 0.602722, acc 0.74
2016-05-20T16:53:45.831809: train-step 341, loss 0.566295, acc 0.83
2016-05-20T16:53:54.946715: train-step 342, loss 0.598208, acc 0.75
2016-05-20T16:54:04.235435: train-step 343, loss 0.643819, acc 0.68
2016-05-20T16:54:13.756723: train-step 344, loss 0.63338, acc 0.73
2016-05-20T16:54:23.074275: train-step 345, loss 0.597304, acc 0.76
2016-05-20T16:54:32.211494: train-step 346, loss 0.662534, acc 0.69
2016-05-20T16:54:40.516144: train-step 347, loss 0.6101, acc 0.7
2016-05-20T16:54:49.927855: train-step 348, loss 0.587445, acc 0.75
2016-05-20T16:54:57.659324: train-step 349, loss 0.632873, acc 0.74
2016-05-20T16:55:05.656432: train-step 350, loss 0.679963, acc 0.66
2016-05-20T16:55:13.814920: train-step 351, loss 0.634362, acc 0.74
2016-05-20T16:55:21.556375: train-step 352, loss 0.597309, acc 0.77
2016-05-20T16:55:29.418138: train-step 353, loss 0.607558, acc 0.78
2016-05-20T16:55:37.319706: train-step 354, loss 0.599137, acc 0.73
2016-05-20T16:55:45.792230: train-step 355, loss 0.608202, acc 0.73
2016-05-20T16:55:54.577087: train-step 356, loss 0.580199, acc 0.76
2016-05-20T16:56:03.760851: train-step 357, loss 0.557753, acc 0.8
2016-05-20T16:56:12.822464: train-step 358, loss 0.643855, acc 0.66
2016-05-20T16:56:22.117333: train-step 359, loss 0.579741, acc 0.71
2016-05-20T16:56:31.667441: train-step 360, loss 0.575316, acc 0.78
2016-05-20T16:56:40.717371: train-step 361, loss 0.65551, acc 0.67
2016-05-20T16:56:49.909040: train-step 362, loss 0.596717, acc 0.75
2016-05-20T16:56:58.943357: train-step 363, loss 0.551828, acc 0.78
2016-05-20T16:57:08.248786: train-step 364, loss 0.641437, acc 0.63
2016-05-20T16:57:17.333673: train-step 365, loss 0.61186, acc 0.69
2016-05-20T16:57:26.613370: train-step 366, loss 0.592051, acc 0.73
2016-05-20T16:57:35.451930: train-step 367, loss 0.640084, acc 0.71
2016-05-20T16:57:44.361388: train-step 368, loss 0.603072, acc 0.68
